Sub-SN,Part Number,Station1 Measurement,Station2 Measurement,Station3 Measurement,Station4 Measurement,Station5 Measurement,Station6 Measurement,Station7 Measurement,Station8 Measurement,Station9 Measurement,Station10 Measurement
SBN00000260,PCB0003,10.022,10.67,11.184,14.189,8.986,9.973,9.433,9.818,9.241,10.175
SBN00000261,PCB0003,10.286,10.161,10.042,10.081,9.99,10.771,11.072,10.575,9.665,10.458
SBN00000262,PCB0002,10.398,10.239,9.425,9.894,9.57,10.398,9.974,9.712,10.141,9.687
SBN00000263,PCB0003,9.148,9.419,10.751,10.66,10.427,9.347,10.308,10.242,9.416,9.554
SBN00000264,PCB0002,9.351,9.497,9.551,9.226,9.639,9.347,10.182,10.722,10.34,10.687
SBN00000265,PCB0003,10.094,10.187,9.05,9.824,10.255,9.372,9.874,9.986,11.096,10.382
SBN00000266,PCB0002,9.6,9.889,11.125,10.415,9.807,9.731,10.151,9.225,10.807,9.876
SBN00000267,PCB0001,9.86,9.919,10.379,9.198,10.444,9.897,9.564,9.991,9.873,10.028
SBN00000268,PCB0001,9.961,10.8,9.925,10.121,10.12,10.215,10.517,9.917,10.663,9.383
SBN00000269,PCB0002,9.838,10.771,9.884,8.845,9.631,9.283,10.473,10.471,10.526,10.369
SBN00000270,PCB0002,9.311,9.658,10.546,9.926,10.608,10.442,9.731,9.537,10.199,9.494
SBN00000271,PCB0001,9.971,10.118,9.353,10.251,10.023,10.381,9.515,9.901,9.208,10.633
SBN00000272,PCB0003,10.026,10.265,9.726,9.939,9.932,8.901,9.912,10.284,10.367,9.602
SBN00000273,PCB0001,9.995,9.425,9.779,10.816,9.538,10.496,10.544,9.616,10.359,9.869
SBN00000274,PCB0002,11.09,10.375,10.231,10.416,9.42,9.756,10.001,10.355,9.659,10.218
SBN00000275,PCB0003,9.14,9.587,9.891,10.108,9.542,10.107,11.01,10.136,9.988,10.073
SBN00000276,PCB0001,10.615,10.371,9.876,9.673,9.354,10.038,9.622,9.814,8.978,9.922
SBN00000277,PCB0001,10.38,8.694,10.132,10.573,10.664,10.214,8.943,8.906,10.596,10.337
SBN00000278,PCB0003,8.981,10.341,10.235,9.468,10.306,9.94,9.742,10.41,10.167,10.079
SBN00000279,PCB0003,11.188,9.404,10.928,9.675,9.439,10.158,9.364,9.695,9.708,9.832
SBN00000280,PCB0002,10.318,9.125,9.81,10.668,10.341,10.136,9.904,9.113,10.325,9.485
SBN00000281,PCB0003,9.91,9.966,10.768,10.281,9.723,9.899,10.138,10.034,10.07,10.104
SBN00000282,PCB0002,10.233,9.598,10.218,10.495,9.92,10.191,10.682,10.375,9.401,9.889
SBN00000283,PCB0001,10.478,9.426,9.732,9.682,9.974,11.537,9.442,9.699,9.97,9.571
SBN00000284,PCB0001,10.108,9.927,10.194,10.286,9.574,10.526,10.904,8.935,9.976,10.984
SBN00000285,PCB0002,10.257,9.699,9.778,10.067,10.241,9.616,9.942,10.808,10.562,9.859
SBN00000286,PCB0003,11.209,10.634,9.513,9.519,9.169,10.525,9.315,9.704,10.039,9.594
SBN00000287,PCB0002,9.874,9.382,10.119,10.012,9.925,9.524,9.534,10.818,10.952,9.834
SBN00000288,PCB0002,10.574,9.459,9.616,9.17,9.489,9.944,9.638,10.064,10.127,9.978
SBN00000289,PCB0001,9.998,10.501,10.038,9.869,9.376,9.162,11.226,10.565,10.382,10.406
SBN00000290,PCB0001,10.101,10.692,11.063,10.149,10.252,10.457,10.484,10.027,9.176,9.382
SBN00000291,PCB0002,10.424,9.763,10.306,10.934,10.885,10.082,9.526,9.863,9.933,9.753
SBN00000292,PCB0003,9.653,9.428,9.285,9.787,9.561,10.602,9.818,9.474,9.347,9.465
SBN00000293,PCB0003,9.276,9.56,10.64,9.967,9.981,10.024,9.303,10.05,9.986,10.9
SBN00000294,PCB0003,10.605,10.912,10.373,10.564,10.656,9.291,10.784,10.129,10.082,10.038
SBN00000295,PCB0002,10.526,9.688,9.875,10.091,9.05,10.064,9.925,9.51,10.005,10.359
SBN00000296,PCB0003,9.54,9.854,11.003,10.961,9.767,10.473,9.834,9.737,10.846,10.289
SBN00000297,PCB0001,9.743,9.882,10.627,9.96,10.206,9.056,10.222,9.881,9.82,9.908
SBN00000298,PCB0002,9.72,10.019,9.844,10.679,10.484,9.773,10.751,8.501,9.69,10.099
SBN00000299,PCB0002,9.121,9.066,10.192,15.573,9.757,9.958,9.346,9.727,10.159,11.173
SBN00000300,PCB0002,10.135,9.979,10.231,9.828,9.676,9.979,9.708,10.937,10.149,10.384
SBN00000301,PCB0003,9.528,9.627,11.325,9.56,9.653,10.125,10.306,9.573,10.257,10.612
SBN00000302,PCB0002,9.933,10.166,10.484,10.389,8.919,10.351,9.785,10.239,9.96,9.882
SBN00000303,PCB0001,10.533,9.796,10.07,9.311,10.065,10.126,9.927,10.531,10.281,9.526
SBN00000304,PCB0003,10.097,9.941,9.11,10.112,10.64,10.198,10.369,9.936,10.46,8.889
SBN00000305,PCB0001,10.309,9.825,10.629,8.974,9.887,10.826,11.047,10.626,9.923,9.657
SBN00000306,PCB0001,9.924,9.606,9.684,9.521,10.375,9.774,9.858,8.996,9.801,10.27
SBN00000307,PCB0002,10.508,9.621,10.33,9.379,9.534,9.653,10.166,10.352,10.669,9.175
SBN00000308,PCB0002,10.249,10.453,10.699,8.719,9.186,10.149,10.588,9.966,9.93,9.823
SBN00000309,PCB0001,10.412,9.645,9.702,13.993,9.752,10.019,9.575,10.171,10.644,10.718
SBN00000310,PCB0001,10.321,9.408,10.148,15.883,9.194,9.589,9.763,10.272,9.921,10.3
SBN00000311,PCB0001,10.239,10.301,9.966,9.689,10.498,10.284,9.987,8.931,10.862,10.162
SBN00000312,PCB0002,10.042,10.452,9.898,14.914,10.305,10.189,9.311,10.136,9.973,10.656
SBN00000313,PCB0003,10.301,9.954,10.546,10.064,10.411,10.63,10.136,9.893,10.054,9.714
SBN00000314,PCB0001,9.876,10.142,10.188,9.408,10.616,10.164,9.153,9.792,10.247,8.872
SBN00000315,PCB0003,9.613,10.96,10.89,10.817,9.009,10.089,10.809,9.92,10.649,10.023
SBN00000316,PCB0003,10.206,9.953,8.804,9.991,8.851,10.104,9.893,10.19,9.236,9.8
SBN00000317,PCB0002,10.367,11.011,10.745,9.407,10.281,9.108,10.873,9.726,10.264,10.072
SBN00000318,PCB0001,10.353,9.347,9.207,10.748,9.317,9.567,10.696,9.593,9.471,10.01
SBN00000319,PCB0001,10.01,10.333,10.222,9.526,10.782,10.267,9.406,9.571,9.799,10.923
SBN00000320,PCB0003,9.942,9.074,10.135,8.894,10.116,10.422,10.092,10.446,10.387,9.731
SBN00000321,PCB0001,10.171,10.069,9.678,10.335,9.652,10.377,10.62,11.101,9.436,9.375
SBN00000322,PCB0002,9.282,9.572,10.02,10.721,9.833,9.778,9.428,10.298,10.335,10.504
SBN00000323,PCB0001,8.983,9.703,9.824,10.079,9.733,8.592,9.691,10.459,11.016,8.941
SBN00000324,PCB0001,10.527,10.964,9.629,15.362,10.665,9.835,9.315,10.597,10.352,10.026
SBN00000325,PCB0002,11.704,10.786,9.959,11.092,10.615,9.985,10.563,9.674,9.598,9.972
SBN00000326,PCB0002,10.712,9.179,10.655,15.527,9.706,9.439,10.542,10.045,9.917,10.777
SBN00000327,PCB0002,10.09,10.084,10.689,10.249,10.435,10.161,9.567,9.84,9.329,10.369
SBN00000328,PCB0003,10.63,10.54,10.081,9.743,9.727,9.807,10.002,9.304,9.263,9.676
SBN00000329,PCB0002,10.084,10.304,10.276,10.837,10.304,9.794,9.289,9.975,10.336,10.655
SBN00000330,PCB0002,10.219,9.648,9.678,10.109,9.671,9.429,10.368,10.259,10.832,9.529
SBN00000331,PCB0003,10.616,9.883,10.654,14.912,10.416,10.719,9.386,10.249,10.536,9.513
SBN00000332,PCB0002,9.974,9.98,9.369,9.574,9.526,10.081,9.859,10.354,9.365,10.683
SBN00000333,PCB0001,9.483,9.523,10.161,9.897,10.355,9.733,10.624,9.743,9.658,9.95
SBN00000334,PCB0002,9.763,9.304,10.495,9.871,10.204,9.671,9.268,9.524,9.789,9.644
SBN00000335,PCB0001,10.199,9.798,9.387,15.691,9.924,10.866,9.605,10.173,9.213,10.159
SBN00000336,PCB0003,9.623,9.775,10.154,9.955,10.246,10.844,10.06,9.755,9.975,9.226
SBN00000337,PCB0001,9.747,10.07,9.851,9.509,9.93,10.263,10.134,10.054,9.404,10.356
SBN00000338,PCB0002,9.442,9.848,9.945,9.666,10.546,10.607,9.89,10.66,9.658,10.591
SBN00000339,PCB0001,10.039,10.442,9.859,9.605,9.744,9.937,9.589,9.968,9.702,9.501
SBN00000340,PCB0001,9.527,9.861,10.839,9.756,8.654,9.63,9.443,9.477,10.597,10.483
SBN00000341,PCB0001,10.519,9.694,11.002,9.342,9.775,8.743,10.119,9.7,10.64,10.846
SBN00000342,PCB0001,10.33,10.672,10.032,15.132,9.82,9.764,9.773,8.999,9.141,9.881
SBN00000343,PCB0003,10.206,9.056,10.086,15.364,9.303,10.512,9.456,9.839,10.316,10.237
SBN00000344,PCB0001,9.296,9.579,10.097,9.718,11.256,9.938,9.402,10.513,9.583,9.139
SBN00000345,PCB0003,10.151,10.69,10.285,9.714,9.586,9.822,9.753,9.153,10.514,9.733
SBN00000346,PCB0001,10.583,10.014,9.646,10.247,9.668,9.635,8.669,10.447,10.908,10.184
SBN00000347,PCB0001,10.364,9.761,9.038,10.221,9.266,9.944,10.004,10.167,10.345,10.415
SBN00000348,PCB0002,10.266,10.612,10.26,10.011,9.972,10.715,9.672,9.723,9.876,10.279
SBN00000349,PCB0002,8.751,10.477,10.168,9.669,9.939,10.081,10.117,8.963,9.044,10.428
SBN00000350,PCB0001,10.791,10.394,10.694,9.714,9.899,9.964,10.617,9.284,9.592,10.273
SBN00000351,PCB0002,10.09,10.397,10.47,9.861,10.663,10.161,8.904,10.585,10.462,10.241
SBN00000352,PCB0003,10.482,10.085,10.361,10.467,10.94,10.82,8.75,9.994,9.655,10.066
SBN00000353,PCB0002,10.469,9.891,10.307,10.309,10.471,9.596,9.846,10.633,10.903,10.067
SBN00000354,PCB0002,9.447,10.311,9.27,9.753,10.368,10.418,10.532,9.143,9.75,10.053
SBN00000355,PCB0001,10.297,10.525,9.658,10.315,10.012,10.71,10.376,9.395,9.655,10.582
SBN00000356,PCB0002,9.392,10.447,11.383,9.863,8.997,9.82,9.596,10.776,9.275,9.574
SBN00000357,PCB0002,10.892,10.451,10.05,10.072,9.585,10.406,9.694,9.514,10.331,10.543
SBN00000358,PCB0002,10.019,9.97,10.102,10.42,10.303,10.189,10.085,9.308,9.833,10.072
SBN00000359,PCB0003,10.69,9.866,9.81,15.686,10.177,9.745,9.034,10.937,10.408,9.537
SBN00000360,PCB0002,9.396,10.127,9.959,15.465,9.726,10.271,9.98,9.477,10.165,10.306
SBN00000361,PCB0002,9.676,10.813,10.548,9.854,9.914,9.869,9.738,9.859,10.091,9.865
SBN00000362,PCB0003,10.372,10.255,9.757,9.15,9.629,10.17,10.093,9.603,9.965,9.699
SBN00000363,PCB0002,9.767,9.811,9.93,9.806,9.543,10.22,10.028,9.303,10.584,9.788
SBN00000364,PCB0002,9.854,10.005,9.525,9.866,10.721,9.422,9.344,10.608,9.733,10.37
SBN00000365,PCB0003,10.022,9.243,10.565,8.979,10.806,10.084,9.812,9.77,10.071,9.921
SBN00000366,PCB0002,9.586,10.397,9.595,10.638,10.771,9.853,10.284,9.691,9.58,9.071
SBN00000367,PCB0001,9.177,10.807,9.312,9.906,9.243,9.52,10.54,10.387,9.741,10.062
SBN00000368,PCB0001,10.355,9.352,10.275,10.684,9.541,9.95,10.317,9.689,10.498,10.361
SBN00000369,PCB0003,9.701,10.528,10.1,9.932,10.329,10.627,10.654,9.423,9.218,10.763
SBN00000370,PCB0002,8.862,9.708,10.31,10.038,10.174,9.708,9.523,10.968,9.883,9.898
SBN00000371,PCB0002,9.622,10.107,9.227,9.965,10.575,10.128,10.536,10.223,9.826,10.068
SBN00000372,PCB0003,9.498,9.548,10.003,9.19,10.159,9.342,10.503,9.675,10.54,10.186
SBN00000373,PCB0002,10.747,9.122,9.605,10.275,9.824,9.373,10.37,9.628,9.62,10.609
SBN00000374,PCB0002,10.403,9.724,10.386,9.391,9.292,9.241,10.538,9.699,9.68,10.493
SBN00000375,PCB0003,10.301,9.378,10.691,9.538,10.919,10.143,10.724,10.878,10.07,9.112
SBN00000376,PCB0003,10.353,10.732,11.081,9.693,10.691,10.232,9.14,9.745,10.955,10.488
SBN00000377,PCB0001,9.549,9.228,9.332,14.291,9.971,9.591,9.937,9.782,9.389,9.173
SBN00000378,PCB0003,9.873,9.307,9.921,9.959,10.439,10.701,10.034,9.752,9.57,9.35
SBN00000379,PCB0003,9.822,9.676,10.545,10.371,9.52,10.932,10.294,9.231,10.145,10.827
SBN00000380,PCB0003,9.697,10.041,9.889,9.76,10.672,8.904,9.831,10.187,9.877,10.774
SBN00000381,PCB0001,9.386,11.01,9.701,11.383,10.085,10.049,10.714,10.237,11.011,10.416
SBN00000382,PCB0002,10.046,9.934,10.12,10.541,9.911,9.693,10.244,9.74,10.404,8.443
SBN00000383,PCB0001,10.093,10.466,10.134,10.004,9.698,9.919,10.527,9.981,9.971,10.73
SBN00000384,PCB0003,10.65,10.003,9.319,9.397,10.998,10.251,9.862,10.29,9.877,9.956
SBN00000385,PCB0002,10.172,10.345,10.145,9.685,10.897,9.811,10.442,9.589,9.703,10.209
SBN00000386,PCB0003,9.012,10.587,11.394,10.347,9.828,10.384,10.216,9.767,9.967,10.139
SBN00000387,PCB0002,10.701,9.684,10.048,9.548,8.927,9.861,9.722,10.368,9.784,9.543
SBN00000388,PCB0001,9.948,9.761,9.585,11.039,9.923,10.365,10.43,9.684,10.17,10.717
SBN00000389,PCB0001,8.751,10.57,9.619,10.091,10.046,10.576,10.641,11.071,9.947,10.321
SBN00000390,PCB0002,10.18,10.325,9.877,9.307,9.803,10.481,9.701,9.321,10.265,9.678
SBN00000391,PCB0001,10.304,9.192,9.813,9.541,9.673,9.826,9.214,9.963,9.857,9.994
SBN00000392,PCB0003,10.339,10.242,9.932,10.745,10.358,10.47,10.101,10.117,10.114,10.092
SBN00000393,PCB0001,9.311,9.778,10.872,10.977,10.326,10.158,9.228,10.245,10.873,9.896
SBN00000394,PCB0002,10.478,9.838,9.785,10.193,9.919,9.692,9.826,10.197,10.676,9.515
SBN00000395,PCB0003,10.39,9.855,9.299,10.197,9.851,9.984,9.413,10.405,9.697,10.037
SBN00000396,PCB0003,10.383,11.541,9.372,10.573,8.464,10.073,9.532,10.292,10.301,10.538
SBN00000397,PCB0003,9.804,10.108,10.261,10.69,10.613,10.169,9.412,10.004,10.852,9.677
SBN00000398,PCB0001,9.734,9.783,9.255,10.022,9.515,9.773,10.37,9.882,10.26,10.801
SBN00000399,PCB0001,10.65,10.076,10.396,10.112,10.295,10.447,9.821,9.278,9.89,9.077
SBN00000400,PCB0003,9.618,10.19,9.694,9.692,9.706,10.232,10.563,10.154,9.843,10.707
SBN00000401,PCB0001,9.717,9.892,10.118,15.423,10.638,10.251,9.944,10.023,10.057,10.527
SBN00000402,PCB0003,10.316,10.449,9.461,10.778,9.977,10.158,10.066,9.781,9.54,9.288
SBN00000403,PCB0002,9.069,10.509,10.728,10.285,10.425,9.726,10.062,9.895,9.626,9.859
SBN00000404,PCB0001,10.337,8.992,9.89,9.582,10.953,9.835,9.651,11.163,9.5,10.071
SBN00000405,PCB0001,9.378,9.894,9.808,15.804,10.353,9.603,10.264,10.008,9.478,10.738
SBN00000406,PCB0003,9.26,10.716,10.163,9.284,9.938,10.818,11.283,9.78,10.389,9.221
SBN00000407,PCB0002,10.158,10.837,10.453,9.915,9.517,9.474,9.76,10.115,9.709,9.878
SBN00000408,PCB0003,9.288,9.622,10.614,15.28,9.908,10.2,10.356,10.187,9.234,9.322
SBN00000409,PCB0001,9.395,9.527,9.764,10.165,10.776,9.951,9.695,10.788,8.568,10.516
SBN00000410,PCB0001,9.243,9.796,10.025,10.407,10.568,10.427,10.875,10.261,10.756,10.158
SBN00000411,PCB0003,9.851,9.719,10.127,9.882,9.996,10.718,9.873,9.824,9.843,10.429
SBN00000412,PCB0003,9.565,11.143,9.799,15.637,9.638,9.992,10.911,9.737,9.843,10.83
SBN00000413,PCB0001,9.921,9.315,9.695,9.517,9.882,10.117,9.338,9.055,9.823,10.632
SBN00000414,PCB0003,9.198,10.295,9.852,10.341,9.781,10.1,10.102,10.584,10.41,9.873
SBN00000415,PCB0003,9.8,9.409,9.142,10.028,10.539,10.376,10.842,10.76,8.592,9.76
SBN00000416,PCB0002,9.259,9.548,9.289,10.338,9.615,9.852,9.308,9.826,10.826,10.187
SBN00000417,PCB0001,10.262,9.647,10.314,10.134,9.675,10.457,10.045,9.899,9.79,9.612
SBN00000418,PCB0002,10.035,10.258,10.558,10.629,9.792,9.341,9.898,9.982,10.144,9.994
SBN00000419,PCB0001,10.67,10.301,9.597,9.529,9.906,9.668,10.229,10.074,10.863,9.204
SBN00000420,PCB0003,10.16,10.493,9.683,9.872,9.595,9.865,10.119,9.148,9.644,9.594
SBN00000421,PCB0001,9.795,10.212,10.164,9.915,10.065,9.538,10.563,10.622,10.431,9.743
SBN00000422,PCB0001,9.594,9.354,10.428,8.949,10.763,10.169,9.453,9.708,9.688,9.32
SBN00000423,PCB0002,9.503,9.978,9.568,9.68,10.377,9.708,10.019,10.055,9.649,10.146
SBN00000424,PCB0001,9.962,9.902,10.049,14.684,10.379,10.595,10.202,10.65,10.692,10.024
SBN00000425,PCB0003,9.998,10.725,8.832,14.667,9.839,10.486,10.772,9.302,11.316,9.044
SBN00000426,PCB0001,9.364,10.11,9.372,9.515,10.218,9.887,10.047,10.486,9.429,10.751
SBN00000427,PCB0001,8.92,10.695,10.46,10.69,10.296,10.416,9.781,10.584,9.734,10.309
SBN00000428,PCB0003,10.68,8.913,9.624,10.303,9.423,9.224,9.922,11.231,10.287,10.086
SBN00000429,PCB0002,9.523,10.107,10.465,10.087,9.559,9.537,10.353,10.704,10.512,10.136
SBN00000430,PCB0001,9.658,9.616,9.417,9.849,9.558,9.674,10.472,9.984,10.328,10.048
SBN00000431,PCB0002,10.742,9.555,10.136,10.043,9.758,10.336,10.565,9.977,9.488,9.611
SBN00000432,PCB0002,10.71,10.218,10.286,10.239,9.944,10.432,10.951,9.711,9.479,10.903
SBN00000433,PCB0001,11.121,10.316,10.008,10.171,9.603,9.48,9.912,9.974,10.4,9.653
SBN00000434,PCB0001,10.214,9.707,10.408,10.528,10.63,9.974,8.86,10.508,8.846,9.88
SBN00000435,PCB0002,10.005,10.332,10.612,10.011,9.506,9.601,10.303,10.768,9.359,11.046
SBN00000436,PCB0001,10.134,9.753,10.432,9.952,10.59,10.121,10.68,10.302,10.072,10.496
SBN00000437,PCB0002,10.305,9.915,10.038,9.282,8.61,10.267,9.017,9.415,10.606,10.236
SBN00000438,PCB0002,10.073,9.443,9.689,9.827,10.678,9.843,10.296,9.989,9.477,9.515
SBN00000439,PCB0002,9.978,9.368,10.389,9.365,9.697,9.36,10.159,10.271,10.096,9.96
SBN00000440,PCB0001,9.161,10.618,9.622,8.852,10.684,10.289,9.834,9.952,10.336,9.676
SBN00000441,PCB0001,9.272,10.1,10.348,9.961,9.426,9.57,9.851,9.178,9.568,9.541
SBN00000442,PCB0001,9.829,9.578,10.289,9.157,10.036,9.776,10.356,10.309,9.971,9.869
SBN00000443,PCB0003,9.857,9.198,9.817,10.39,9.015,9.37,9.958,9.645,10.716,9.527
SBN00000444,PCB0003,10.492,8.966,9.201,9.459,10.712,10.438,9.941,9.924,10.381,9.83
SBN00000445,PCB0002,11.43,9.477,10.724,8.932,10.07,9.921,9.412,10.005,9.589,10.43
SBN00000446,PCB0003,9.636,10.083,10.291,9.695,9.864,11.257,9.988,9.605,9.762,10.793
SBN00000447,PCB0002,10.088,9.263,9.549,9.157,10.36,10.378,10.572,9.422,10.588,9.639
SBN00000448,PCB0001,9.991,10.772,9.646,9.747,10.494,9.873,9.743,9.458,9.468,10.275
SBN00000449,PCB0003,9.291,9.056,10.541,10.0,10.041,10.779,10.722,9.933,9.994,10.212
SBN00000450,PCB0002,9.901,9.737,9.84,10.326,10.744,9.993,9.695,10.478,9.472,9.391
SBN00000451,PCB0001,10.225,10.024,10.189,9.802,10.905,10.54,10.177,9.645,9.074,10.079
SBN00000452,PCB0001,9.591,9.465,10.28,9.827,9.699,10.257,10.708,9.879,10.682,9.062
SBN00000453,PCB0001,9.818,9.215,9.652,9.837,9.289,9.689,10.578,9.386,9.46,10.899
SBN00000454,PCB0002,9.142,9.992,9.956,10.057,9.031,9.56,9.484,9.747,9.598,10.315
SBN00000455,PCB0003,9.561,10.019,10.249,10.262,10.311,9.821,10.062,9.764,9.664,9.394
SBN00000456,PCB0003,10.506,9.67,10.607,10.14,10.022,10.193,9.535,9.454,9.599,10.367
SBN00000457,PCB0002,9.623,10.398,10.477,10.12,9.218,10.062,10.083,10.001,9.781,9.936
SBN00000458,PCB0002,9.517,9.558,10.194,9.92,9.531,10.019,9.352,9.973,10.107,10.3
SBN00000459,PCB0001,9.909,9.564,9.503,10.041,9.466,9.658,9.291,9.749,9.745,10.342
SBN00000460,PCB0001,10.127,10.084,10.341,10.183,9.523,10.287,10.296,10.52,10.284,10.135
SBN00000461,PCB0002,10.003,10.158,10.073,10.708,10.616,10.537,10.441,10.046,8.933,10.195
SBN00000462,PCB0001,9.435,9.773,10.063,10.353,10.508,10.187,10.367,10.787,9.625,10.298
SBN00000463,PCB0002,10.876,10.22,9.556,10.224,9.88,9.951,9.345,10.771,9.593,10.599
SBN00000464,PCB0001,9.891,9.708,10.116,9.605,10.151,10.418,10.457,10.358,10.472,9.929
SBN00000465,PCB0001,9.673,10.597,10.184,10.239,10.052,10.348,10.861,9.768,9.381,9.385
SBN00000466,PCB0001,10.318,10.799,9.76,10.6,9.85,9.956,10.035,9.315,10.449,9.491
SBN00000467,PCB0002,9.364,9.551,10.077,9.286,9.038,9.849,10.221,9.758,9.984,8.745
SBN00000468,PCB0003,9.296,10.196,9.963,10.631,10.479,9.588,10.266,9.722,9.664,10.16
SBN00000469,PCB0003,10.349,9.426,10.183,10.355,10.339,10.335,9.388,9.927,10.398,9.49
SBN00000470,PCB0002,9.791,9.325,9.963,9.911,9.73,9.871,10.739,9.877,9.831,10.102
SBN00000471,PCB0002,9.63,10.312,10.106,10.454,10.864,10.734,10.247,10.042,9.127,9.883
SBN00000472,PCB0001,10.749,9.293,9.646,9.948,9.879,9.677,9.997,10.213,10.439,9.458
SBN00000473,PCB0002,9.692,10.176,9.185,15.101,10.345,10.415,9.023,9.41,10.821,9.402
SBN00000474,PCB0002,9.411,9.417,10.277,9.96,9.059,10.342,10.263,9.498,9.195,9.627
SBN00000475,PCB0002,10.371,9.095,10.316,10.39,10.288,10.112,10.24,10.744,10.677,10.365
SBN00000476,PCB0001,9.484,10.099,9.461,15.058,10.316,10.506,10.535,11.685,10.698,9.812
SBN00000477,PCB0002,10.309,10.66,9.88,10.45,10.338,9.836,10.235,10.337,9.113,9.462
SBN00000478,PCB0001,10.033,10.612,10.523,9.1,10.273,10.5,10.681,9.855,9.808,10.559
SBN00000479,PCB0003,10.613,10.701,9.632,10.695,10.586,9.17,10.141,10.408,9.608,10.578
SBN00000480,PCB0002,10.578,10.035,11.046,10.278,10.229,9.848,8.996,10.113,10.113,9.22
SBN00000481,PCB0001,10.164,9.891,10.143,9.735,9.99,11.463,9.81,9.701,9.721,10.436
SBN00000482,PCB0001,9.7,9.818,10.246,10.419,10.736,9.926,9.739,10.287,10.2,9.994
SBN00000483,PCB0002,10.385,10.204,9.795,9.917,10.825,10.815,10.501,9.735,9.17,10.291
SBN00000484,PCB0003,9.934,10.713,9.798,9.486,9.254,9.44,10.31,9.239,9.771,8.87
SBN00000485,PCB0003,9.903,11.202,10.866,10.004,9.883,10.256,9.791,9.836,9.832,10.674
SBN00000486,PCB0003,10.452,9.939,10.304,9.232,10.351,10.758,10.306,10.257,9.969,10.537
SBN00000487,PCB0003,9.738,9.93,9.907,9.598,9.643,9.997,9.828,10.377,10.018,10.454
SBN00000488,PCB0001,9.438,9.472,9.477,10.233,9.434,9.831,9.456,10.042,9.814,10.769
SBN00000489,PCB0003,10.508,10.092,10.037,9.023,9.285,10.258,9.972,10.289,10.58,10.206
SBN00000490,PCB0002,9.771,9.682,10.434,9.646,10.444,9.91,9.925,9.601,8.917,9.729
SBN00000491,PCB0003,10.474,10.64,9.825,9.113,10.844,9.61,9.407,9.909,9.733,9.702
SBN00000492,PCB0003,10.351,10.187,11.424,10.661,10.076,8.674,9.875,10.536,9.488,9.889
SBN00000493,PCB0001,10.284,9.771,10.231,9.482,9.79,9.578,9.971,10.894,9.512,10.2
SBN00000494,PCB0001,10.167,9.353,9.75,8.876,10.791,10.756,9.595,9.854,10.272,9.957
SBN00000495,PCB0001,10.377,9.273,10.476,9.624,9.578,9.985,10.468,9.84,10.598,9.833
SBN00000496,PCB0003,10.582,10.836,9.867,8.77,10.309,9.852,10.198,9.262,9.498,11.108
SBN00000497,PCB0001,10.154,10.384,9.866,9.584,10.351,9.496,10.087,10.648,11.013,10.292
SBN00000498,PCB0002,9.406,9.99,9.268,15.622,10.431,10.079,9.369,10.255,9.125,9.782
SBN00000499,PCB0003,10.27,10.888,9.492,9.479,9.506,9.725,10.872,10.19,11.038,9.462
SBN00000500,PCB0001,10.085,9.97,10.813,9.826,10.043,9.743,9.116,9.772,10.321,9.903
SBN00000501,PCB0003,9.378,10.395,10.417,10.247,9.796,9.549,8.94,9.96,9.882,9.238
SBN00000502,PCB0001,10.82,9.318,9.47,9.591,10.213,10.058,9.172,10.282,9.891,10.488
SBN00000503,PCB0002,9.695,9.83,9.081,9.588,10.395,10.305,9.771,10.275,9.848,10.471
SBN00000504,PCB0001,10.024,9.925,11.072,10.619,10.47,10.009,10.966,10.287,11.142,10.019
SBN00000505,PCB0002,9.805,10.534,9.04,11.266,11.347,10.5,9.762,10.26,10.305,10.213
SBN00000506,PCB0002,10.993,9.371,10.196,9.458,10.832,10.043,9.758,9.764,9.963,10.746
SBN00000507,PCB0001,9.918,10.68,9.838,11.027,9.489,10.44,9.927,9.55,9.906,10.008
SBN00000508,PCB0003,11.177,9.715,9.841,14.181,9.721,10.441,10.876,10.338,9.981,9.566
SBN00000509,PCB0001,9.654,9.985,9.193,10.178,9.702,9.335,9.23,10.885,10.854,9.28
SBN00000510,PCB0003,10.228,9.652,10.572,10.626,10.753,9.235,10.321,10.838,9.237,10.111
SBN00000511,PCB0002,10.304,11.068,10.124,9.935,9.38,9.346,10.218,10.804,9.781,10.206
SBN00000512,PCB0003,9.743,9.733,9.87,9.995,10.0,9.977,9.639,10.371,10.368,10.067
SBN00000513,PCB0002,10.297,9.831,9.787,9.997,9.855,9.809,10.223,9.596,9.881,9.914
SBN00000514,PCB0003,9.049,9.79,9.008,15.155,10.009,10.026,9.886,9.818,10.708,10.714
SBN00000515,PCB0001,10.012,10.064,9.679,15.249,10.067,9.123,9.98,10.033,9.588,10.666
SBN00000516,PCB0003,9.865,9.715,9.732,11.1,9.794,10.204,10.899,10.701,9.495,9.187
SBN00000517,PCB0002,10.558,9.907,9.688,9.043,9.325,10.146,10.267,8.843,10.038,9.871
SBN00000518,PCB0001,10.234,10.8,9.358,9.651,9.378,9.377,9.325,10.03,10.631,10.186
SBN00000519,PCB0003,10.414,10.409,10.221,9.671,10.363,10.297,10.805,10.201,9.256,11.311
SBN00000520,PCB0002,10.353,9.179,10.282,9.216,10.223,11.078,9.909,9.798,9.73,9.995
SBN00000521,PCB0002,10.516,10.002,10.115,10.051,10.66,10.312,9.592,10.6,10.481,9.745
